Subj,CC,trial,Q,F,P,Pword,Item,rt,Score
S53,cc5,158,deg,LF,rel,graft,SKIN,565,C
S53,cc5,159,clr,LF,rel,plead,GUILTY,847,C
S53,cc5,160,clr,NW,unr,casket,DISWOUL,643,C
S53,cc5,161,clr,HF,rel,moment,SECOND,860,C
S53,cc5,162,clr,HF,rel,plow,FIELD,768,C
S53,cc5,163,deg,NW,unr,place,VELLS,980,C
S53,cc5,164,deg,HF,unr,cigar,LONG,675,C
S53,cc5,165,clr,LF,rel,quail,DUCK,754,C
S53,cc5,166,deg,HF,unr,just,THINK,691,C
S53,cc5,167,deg,HF,rel,broken,HEART,693,C
S53,cc5,168,clr,NW,unr,sweet,PORDLY,712,C
S53,cc5,169,deg,NW,unr,turtle,DISMONG,802,C
S53,cc5,170,deg,NW,unr,lump,VARED,857,C
S53,cc5,171,clr,NW,unr,price,DATHE,748,C
S53,cc5,172,deg,LF,unr,foam,STICK,1051,C
S53,cc5,173,deg,LF,rel,attack,DEFEND,741,C
S53,cc5,174,clr,NW,unr,beer,LURB,706,C
S53,cc5,175,deg,LF,rel,stake,VAMPIRE,616,C
S53,cc5,176,clr,NW,unr,green,BIETER,703,C
S53,cc5,177,deg,LF,unr,anxiety,COAT,740,C
S53,cc5,178,deg,LF,rel,latch,LOCK,850,C
S53,cc5,179,clr,LF,unr,offend,TUNE,596,C
S53,cc5,180,deg,HF,rel,tank,ARMY,533,C
S53,cc5,181,clr,HF,rel,beam,LIGHT,536,C
S53,cc5,182,deg,NW,unr,drawing,KENTED,842,C
S53,cc5,183,clr,HF,unr,squad,REASON,572,C
S53,cc5,184,deg,NW,unr,judge,DIATHED,711,C
S53,cc5,185,clr,NW,unr,sheep,PURD,799,C
S53,cc5,186,clr,HF,unr,blaze,CHANGE,567,C
S53,cc5,187,clr,HF,unr,brave,HEAD,722,C
S53,cc5,188,deg,NW,unr,stub,TILKER,746,C
S53,cc5,189,clr,NW,unr,perfume,MEROT,872,C
S53,cc5,190,deg,LF,unr,melody,HURT,689,C
S53,cc5,191,clr,NW,unr,ceiling,HILK,692,C
S53,cc5,192,deg,NW,unr,value,PREHOIN,1319,C
S53,cc5,193,deg,LF,rel,haunt,SCARE,570,C
S53,cc5,194,deg,LF,rel,panther,TIGER,949,E
S53,cc5,195,clr,HF,unr,rude,GONE,694,C
S53,cc5,196,deg,HF,unr,wager,HOLD,649,C
S53,cc5,197,clr,LF,rel,noisy,LOUD,516,C
S53,cc5,198,deg,LF,unr,force,EGGS,661,C
S53,cc5,199,deg,LF,unr,prank,BUNNY,658,C
S53,cc5,200,clr,NW,unr,ball,DISBAMP,608,C
S53,cc5,201,clr,HF,rel,appeal,LIKE,547,C
S53,cc5,202,deg,NW,unr,kind,GLEDER,648,E
S53,cc5,203,deg,NW,unr,pool,JASHES,799,C
S53,cc5,204,clr,LF,rel,rinse,WASH,774,C
S53,cc5,205,deg,HF,unr,reality,DOOR,714,C
S53,cc5,206,deg,NW,unr,protect,MIAL,723,C
S53,cc5,207,deg,LF,unr,prune,WOOL,588,C
S53,cc5,208,deg,HF,unr,tractor,VISION,680,C
S53,cc5,209,clr,HF,rel,town,COUNTRY,520,C
S53,cc5,210,deg,LF,unr,musk,PRIEST,697,E
S53,cc5,211,deg,NW,unr,boat,VIRMER,838,C
S53,cc5,212,clr,NW,unr,sing,NAMPED,759,C
S53,cc5,213,clr,LF,rel,vest,JACKET,616,C
S53,cc5,214,clr,NW,unr,stage,DOAF,668,C
S53,cc5,215,clr,NW,unr,piece,SUBVURD,665,C
S53,cc5,216,clr,LF,unr,hawk,CARDS,1190,C
S53,cc5,217,deg,HF,rel,frost,COLD,1037,C
S53,cc5,218,deg,NW,unr,ivory,PIDER,836,C
S53,cc5,219,deg,NW,unr,bicycle,FANDER,1412,C
S53,cc5,220,deg,LF,unr,rise,SILVER,872,C
S53,cc5,221,deg,NW,unr,spice,RAIM,993,C
S53,cc5,222,deg,NW,unr,seek,VORD,865,C
S53,cc5,223,clr,LF,rel,subtle,HINT,822,C
S53,cc5,224,clr,NW,unr,full,MESTED,1285,C
S53,cc5,225,clr,NW,unr,strange,NONWAIM,702,C
S53,cc5,226,clr,HF,unr,cork,SCHOOL,756,C
S53,cc5,227,clr,HF,unr,pity,ENGINE,581,C
S53,cc5,228,deg,NW,unr,fishing,TELD,643,C
S53,cc5,229,deg,NW,unr,trash,FONGE,746,C
S53,cc5,230,clr,NW,unr,desert,REJATHED,793,C
S53,cc5,231,clr,NW,unr,calm,PLOGED,785,C
S53,cc5,232,clr,NW,unr,minute,RERN,839,C
S53,cc5,233,clr,HF,unr,strand,TAKE,792,C
S53,cc5,234,deg,HF,unr,compass,SEAT,1424,C
S53,cc5,235,deg,HF,rel,shadow,DARK,518,C
S53,cc5,236,clr,NW,unr,worth,VAKER,677,C
S53,cc5,237,deg,NW,unr,where,NENTS,774,C
S53,cc5,238,clr,LF,unr,send,PUPPY,617,C
S53,cc5,239,clr,LF,rel,barrel,MONKEY,623,C
S53,cc5,240,deg,NW,unr,frame,FARDED,1060,C
S53,cc5,241,clr,HF,rel,hose,WATER,646,C
S53,cc5,242,deg,HF,rel,lips,MOUTH,593,C
S53,cc5,243,deg,LF,unr,mussel,BANANA,499,C
S53,cc5,244,clr,NW,unr,neck,FELD,654,C
S53,cc5,245,clr,LF,unr,yarn,JUICE,539,C
S53,cc5,246,clr,NW,unr,kitten,SARPS,848,C
S53,cc5,247,deg,LF,rel,walrus,TUSK,1027,C
S53,cc5,248,deg,NW,unr,explode,MEERS,744,C
S53,cc5,249,clr,HF,rel,fact,FIGURE,551,C
S53,cc5,250,deg,LF,unr,grove,NURSE,703,C
S53,cc5,251,deg,HF,rel,south,WEST,629,C
S53,cc5,252,deg,HF,rel,hike,WALK,697,C
S53,cc5,253,deg,NW,unr,flask,SEMINART,560,C
S53,cc5,254,clr,LF,unr,barrier,CRASH,888,C
S53,cc5,255,clr,HF,rel,justice,PEACE,948,C
S53,cc5,256,deg,HF,rel,rooster,MORNING,1049,C
S53,cc5,257,deg,NW,unr,tale,BRIPED,1269,C
S53,cc5,258,deg,NW,unr,moon,GAFT,859,C
S53,cc5,259,deg,NW,unr,shape,ABLERM,784,C
S53,cc5,260,deg,HF,unr,loop,SPACE,598,C
S53,cc5,261,deg,HF,unr,smash,HARD,613,C
S53,cc5,262,deg,NW,unr,kill,VIRD,648,C
S53,cc5,263,deg,HF,rel,private,ALONE,595,C
S53,cc5,264,clr,NW,unr,sugar,MAND,867,C
S53,cc5,265,deg,NW,unr,tall,FOOR,505,E
S53,cc5,266,clr,NW,unr,cough,GEENER,929,C
S53,cc5,267,deg,HF,unr,piano,NUMBER,694,C
S53,cc5,268,deg,NW,unr,penny,POAL,889,C
S53,cc5,269,clr,HF,rel,outcome,FINAL,964,C
S53,cc5,270,deg,NW,unr,college,NERM,893,C
S53,cc5,271,deg,LF,rel,tuna,FISH,585,C
S53,cc5,272,deg,LF,rel,gain,WEIGHT,935,C
S53,cc5,273,clr,LF,rel,shame,GUILT,571,C
S53,cc5,274,deg,NW,unr,apology,PIMEL,693,C
S53,cc5,275,clr,NW,unr,spank,GOIL,1320,E
S53,cc5,276,deg,HF,unr,guide,HOME,644,C
S53,cc5,277,deg,NW,unr,used,ANTIPOLD,651,C
S53,cc5,278,deg,HF,rel,century,YEAR,646,C
S53,cc5,279,clr,LF,rel,stuck,GLUE,642,C
S53,cc5,280,clr,NW,unr,virtue,WOINS,958,C
S53,cc5,281,deg,NW,unr,icing,CONTRANAIM,1446,E
S53,cc5,282,deg,LF,unr,spider,FROG,568,C
S53,cc5,283,clr,NW,unr,boots,DERON,772,C
S53,cc5,284,deg,NW,unr,choose,INTERMIET,966,C
S53,cc5,285,clr,NW,unr,violet,ABDESS,978,C
S53,cc5,286,clr,HF,rel,brawl,FIGHT,576,C
S53,cc5,287,deg,HF,rel,design,MAKE,810,C
S53,cc5,288,clr,HF,unr,slap,BACK,485,C
S53,cc5,289,clr,HF,rel,through,DONE,384,C
S53,cc5,290,deg,NW,unr,magic,SUBDOOP,693,C
S53,cc5,291,clr,NW,unr,cape,EXMIRD,729,C
S53,cc5,292,clr,HF,rel,nephew,UNCLE,595,C
S53,cc5,293,clr,LF,unr,drum,RUBBER,563,C
S53,cc5,294,clr,HF,unr,bush,PARTY,700,C
S53,cc5,295,deg,LF,rel,throne,KING,514,C
S53,cc5,296,clr,NW,unr,motor,ENJOLK,593,C
S53,cc5,297,clr,HF,rel,handle,CARE,466,C
S53,cc5,298,deg,NW,unr,saltine,PROGOLLS,616,C
S53,cc5,299,clr,HF,unr,some,KNOW,522,C
S53,cc5,300,clr,LF,rel,awkward,WEIRD,540,E
S53,cc5,301,clr,NW,unr,toad,WINT,761,C
S53,cc5,302,deg,NW,unr,aunt,BLIDE,601,C
S53,cc5,303,deg,NW,unr,find,HEAN,778,C
S53,cc5,304,deg,LF,rel,thimble,THREAD,736,C
S53,cc5,305,deg,LF,unr,curse,SHOWER,746,C
S53,cc5,306,clr,LF,unr,tarnish,SHINE,536,C
S53,cc5,307,clr,HF,unr,society,SAME,541,C
S53,cc5,308,deg,NW,unr,sight,JIOT,660,E
S53,cc5,309,deg,NW,unr,step,PAFTER,825,C
S53,cc5,310,clr,HF,unr,complex,DESTROY,758,C
S53,cc5,311,deg,HF,unr,steam,SORRY,871,C
S53,cc5,312,clr,LF,rel,famine,HUNGER,576,C
S53,cc5,313,deg,NW,unr,gentle,UNKOOM,939,C
S53,cc5,314,clr,LF,unr,robe,PURPLE,1040,C
S53,cc5,315,clr,LF,rel,team,SPORT,922,C
S53,cc5,316,clr,NW,unr,coral,TIET,602,C
S53,cc5,317,clr,LF,rel,destiny,GOAL,809,C
S53,cc5,318,clr,LF,unr,rail,MELT,996,C
S53,cc5,319,deg,LF,unr,ritual,ROUND,549,C
S53,cc5,320,deg,HF,rel,problem,ANSWER,476,C
S53,cc5,321,deg,HF,unr,glove,FEMALE,546,C
S53,cc5,322,clr,NW,unr,whiskey,FASHIN,985,C
S53,cc5,323,deg,NW,unr,shelter,CATHE,886,C
S53,cc5,324,clr,NW,unr,drunk,STAPEL,1985,E
S53,cc5,325,deg,HF,unr,scalp,STRONG,674,C
S53,cc5,326,deg,NW,unr,saber,FOOMS,628,C
S53,cc5,327,clr,LF,unr,bunch,OYSTER,743,C
S53,cc5,328,clr,NW,unr,chalk,DOLFIN,821,C
S53,cc5,329,deg,HF,rel,gravity,EARTH,563,C
S53,cc5,330,clr,NW,unr,trace,MIPER,636,C
S53,cc5,331,clr,LF,rel,pickle,SOUR,964,C
S53,cc5,332,deg,LF,rel,captive,HOSTAGE,751,C
S53,cc5,333,deg,LF,rel,pear,FRUIT,625,C
S53,cc5,334,clr,LF,unr,pigeon,RULER,1636,C
S53,cc5,335,deg,HF,rel,pilot,PLANE,582,C
S53,cc5,336,clr,HF,unr,gender,HAND,531,C
S53,cc5,337,clr,NW,unr,excuse,DOMP,868,C
S53,cc5,338,clr,NW,unr,child,GLIPS,714,C
S53,cc5,339,clr,LF,unr,toaster,FLOWER,931,C
S53,cc5,340,clr,NW,unr,nest,REJONG,741,C
S53,cc5,341,clr,HF,unr,pause,WHEN,532,C
S53,cc5,342,clr,NW,unr,bourbon,GLIDEL,598,C
S53,cc5,343,deg,HF,unr,meaning,POLICE,583,C
S53,cc5,344,clr,HF,unr,knock,LIFE,548,C
S53,cc5,345,clr,NW,unr,funny,HIFT,649,C
S53,cc5,346,deg,LF,unr,wedding,STICKY,405,C
S53,cc5,347,clr,NW,unr,husk,DEAT,592,C
S53,cc5,348,clr,NW,unr,muffin,VEEP,719,C
S53,cc5,349,clr,NW,unr,brandy,TRANSHORD,552,C
S53,cc5,350,deg,NW,unr,blouse,DEST,593,E
S53,cc5,351,clr,NW,unr,clam,GLIM,778,C
S53,cc5,352,clr,NW,unr,eternal,PREPERN,623,C
S53,cc5,353,deg,NW,unr,risk,DIPER,581,C
S53,cc5,354,clr,NW,unr,site,RISHED,563,C
S53,cc5,355,clr,LF,unr,towel,WITCH,652,C
S53,cc5,356,deg,LF,unr,flannel,SWIM,742,C
S53,cc5,357,clr,NW,unr,robber,DERD,612,C
S53,cc5,358,deg,HF,unr,stair,SOUND,566,C
S53,cc5,359,clr,HF,unr,bleach,PRESENT,738,C
S53,cc5,360,deg,HF,rel,late,NIGHT,495,C
S53,cc5,361,deg,NW,unr,time,ROLK,619,C
S53,cc5,362,deg,HF,rel,scout,GIRL,592,C
S53,cc5,363,deg,LF,unr,fragile,ANGER,720,C
S53,cc5,364,clr,NW,unr,munch,NOOPS,633,C
S53,cc5,365,clr,HF,unr,gray,BREATH,592,C
S53,cc5,366,clr,NW,unr,wasted,WEERD,802,C
S53,cc5,367,deg,HF,unr,core,HAVE,793,C
S53,cc5,368,deg,NW,unr,knob,REET,706,C
S53,cc5,369,clr,HF,unr,storage,CIRCLE,615,C
S53,cc5,370,deg,NW,unr,bomb,HOLKS,602,C
S53,cc5,371,clr,NW,unr,sleep,DORTER,1642,C
S53,cc5,372,deg,HF,unr,since,STOP,588,E
S53,cc5,373,clr,NW,unr,proper,DEBIRT,693,C
S53,cc5,374,clr,NW,unr,phase,VADES,712,C
S53,cc5,375,deg,NW,unr,part,DIAKOME,816,C
S53,cc5,376,clr,HF,rel,parent,FATHER,506,C
S53,cc5,377,deg,NW,unr,learn,PARN,712,C
S53,cc5,378,clr,NW,unr,crowd,HADER,848,C
S53,cc5,379,clr,NW,unr,quiet,TERE,675,C
S53,cc5,380,clr,LF,rel,snail,SLIMY,723,C
S53,cc5,381,deg,LF,rel,sailor,NAVY,621,C
S53,cc5,382,clr,NW,unr,singer,PROWAMP,626,C
S53,cc5,383,clr,NW,unr,early,UNJEED,616,C
S53,cc5,384,clr,NW,unr,chance,FARPER,555,E
S53,cc5,385,clr,NW,unr,helium,INTERVESS,1126,E
S53,cc5,386,clr,NW,unr,pond,BAGES,1259,C
S53,cc5,387,deg,NW,unr,house,GOUPER,607,C
S53,cc5,388,clr,LF,rel,squeak,MOUSE,531,E
S53,cc5,389,deg,NW,unr,stain,SACE,784,C
S53,cc5,390,deg,LF,rel,outlaw,COWBOY,694,C
S53,cc5,391,deg,HF,rel,nails,FINGER,584,C
S53,cc5,392,deg,NW,unr,bacon,ROFT,758,C
S53,cc5,393,deg,LF,rel,cobra,SNAKE,712,C
S53,cc5,394,deg,LF,rel,prime,RIBS,639,C
S53,cc5,395,deg,LF,rel,robbery,THIEF,696,C
S53,cc5,396,clr,NW,unr,whip,BERE,667,C
S53,cc5,397,deg,NW,unr,dead,LORKED,1017,C
S53,cc5,398,deg,NW,unr,cement,BUCT,845,C
S53,cc5,399,deg,LF,unr,pound,MAIL,738,C
S53,cc5,400,clr,NW,unr,hoop,TASHED,975,C
S53,cc5,401,clr,NW,unr,mammal,SORN,666,C
S53,cc5,402,clr,HF,unr,logic,RIGHT,712,C
S53,cc5,403,clr,HF,rel,mark,SPOT,769,C
S53,cc5,404,clr,HF,rel,marble,FLOOR,916,C
S53,cc5,405,clr,HF,unr,stem,WORD,788,C
S53,cc5,406,deg,NW,unr,doctor,FRIMER,633,C
S53,cc5,407,deg,NW,unr,closet,LOMED,673,C
S53,cc5,408,deg,LF,rel,scallop,SEAFOOD,738,C
S53,cc5,409,deg,LF,rel,referee,SOCCER,528,E
S53,cc5,410,clr,NW,unr,razor,NIDE,573,E
S53,cc5,411,clr,NW,unr,boring,TICED,675,C
S53,cc5,412,deg,NW,unr,thirst,ABNORD,739,C
S53,cc5,413,deg,NW,unr,skirt,REBINT,577,C
S53,cc5,414,deg,NW,unr,live,DEFITY,1004,C
S53,cc5,415,deg,HF,rel,dock,BOAT,591,C
S53,cc5,416,deg,LF,unr,liar,DONKEY,704,C
S53,cc5,417,clr,NW,unr,jacket,GROPEL,582,C
S53,cc5,418,deg,LF,rel,foolish,DUMB,788,C
S53,cc5,419,deg,NW,unr,biscuit,TORD,761,C
S53,cc5,420,deg,NW,unr,clove,JAMPER,744,C
S53,cc5,421,clr,NW,unr,dull,ENSUCT,711,C
S53,cc5,422,clr,NW,unr,tooth,MUELED,592,C
S53,cc5,423,deg,NW,unr,garlic,TOOMS,671,C
S53,cc5,424,clr,LF,unr,paste,BELL,656,C
S53,cc5,425,clr,HF,rel,pour,LIQUID,570,C
S53,cc5,426,clr,NW,unr,star,NADER,966,C
S53,cc5,427,deg,LF,unr,spade,EAGLE,705,C
S53,cc5,428,deg,NW,unr,drink,DEHIET,630,C
S53,cc5,429,clr,LF,rel,polite,NICE,493,C
S53,cc5,430,deg,LF,rel,crumb,CAKE,1160,C
S53,cc5,431,deg,NW,unr,clue,HOMPS,1032,C
S53,cc5,432,clr,NW,unr,last,DIATOOF,559,C
S53,cc5,433,clr,NW,unr,receive,TRIVEEF,657,C
S53,cc5,434,clr,NW,unr,sparrow,WERNED,591,C
S53,cc5,435,clr,NW,unr,sail,WIET,576,C
S53,cc5,436,clr,HF,rel,ideal,BEST,603,C
S53,cc5,437,deg,NW,unr,lobster,HICE,507,E
S53,cc5,438,clr,NW,unr,push,BIAL,627,E
S53,cc5,439,clr,NW,unr,grizzly,PRALE,1251,C
S53,cc5,440,clr,NW,unr,span,NIRT,567,C
S53,cc5,441,deg,HF,rel,brief,SHORT,546,C
S53,cc5,442,clr,NW,unr,drug,VELP,711,C
S53,cc5,443,deg,HF,rel,counsel,HELP,768,C
S53,cc5,444,deg,NW,unr,golf,PROMELP,628,C
S53,cc5,445,deg,HF,rel,prove,SHOW,633,C
S53,cc5,446,clr,LF,unr,uniform,ORANGE,560,C
S53,cc5,447,deg,NW,unr,beach,VARD,618,C
S53,cc5,448,deg,LF,unr,monarch,BIRD,544,C
S53,cc5,449,clr,NW,unr,hate,FRID,549,C
S53,cc5,450,deg,HF,unr,bring,HAIR,491,C
S53,cc5,451,clr,NW,unr,cash,VOLKEL,517,C
S53,cc5,452,deg,NW,unr,sharp,VABY,486,E
S53,cc5,453,deg,LF,unr,orchid,OVEN,586,C
S53,cc5,454,clr,LF,unr,carrots,JOKE,472,C
S53,cc5,455,deg,NW,unr,launch,HORME,1246,C
S53,cc5,456,clr,LF,rel,mints,CANDY,515,C
S53,cc5,457,deg,HF,unr,mare,IDEA,563,C
S53,cc5,458,deg,LF,rel,stale,BREAD,538,C
S53,cc5,459,clr,NW,unr,peel,NAFTS,671,C
S53,cc5,460,deg,NW,unr,stream,BIST,1329,C
S53,cc5,461,clr,NW,unr,weak,OVERTAGE,901,C
S53,cc5,462,deg,NW,unr,movie,WOILY,513,C
S53,cc5,463,clr,LF,rel,skip,JUMP,657,C
S53,cc5,464,clr,LF,unr,trench,NERVOUS,528,C
S53,cc5,465,clr,HF,rel,report,TELL,579,C
S53,cc5,466,clr,HF,rel,journal,WRITE,495,C
S53,cc5,467,clr,NW,unr,sketch,FANTOM,810,C
S53,cc5,468,clr,LF,unr,snorkel,SHIRT,662,C
S53,cc5,469,clr,LF,rel,fray,TEAR,596,C
S53,cc5,470,clr,NW,unr,abuse,CAID,660,C
S53,cc5,471,clr,NW,unr,rose,FLIMER,690,C
S53,cc5,472,clr,NW,unr,neat,DURFER,693,C
S53,cc5,473,deg,NW,unr,human,GRUMS,585,C
S53,cc5,474,clr,NW,unr,poise,UNGURB,469,C
S53,cc5,475,clr,NW,unr,dark,GAKER,571,C
S53,cc5,476,clr,LF,unr,monk,SCENT,726,C
S53,cc5,477,clr,LF,rel,daring,BRAVE,642,C
S53,cc5,478,deg,NW,unr,ease,EXVAIM,825,C
S53,cc5,479,deg,HF,unr,vary,FIRE,807,C
S53,cc5,480,deg,NW,unr,worn,NEEK,771,C
S54,cc6,1,clr,NW,unr,frame,FARDED,641,C
S54,cc6,2,deg,LF,rel,drum,STICK,567,C
S54,cc6,3,clr,NW,unr,soar,GIAL,604,C
S54,cc6,4,deg,NW,unr,jacket,GROPEL,666,C
S54,cc6,5,deg,HF,unr,private,FATHER,485,C
S54,cc6,6,clr,HF,rel,piano,PLAY,459,C
S54,cc6,7,deg,HF,rel,voice,SOUND,491,C
S54,cc6,8,clr,NW,unr,alive,GOORCH,532,C
S54,cc6,9,clr,HF,rel,meaning,REASON,453,C
S54,cc6,10,clr,HF,unr,mark,SHOW,500,C
S54,cc6,11,clr,NW,unr,penny,POAL,589,C
S54,cc6,12,deg,LF,unr,cliff,GARBAGE,600,C
S54,cc6,13,deg,LF,unr,panther,SOUR,598,C
S54,cc6,14,clr,HF,unr,fair,WEST,626,C
S54,cc6,15,deg,LF,rel,uniform,NURSE,518,C
S54,cc6,16,clr,LF,rel,curse,WITCH,516,C
S54,cc6,17,deg,LF,unr,sailor,MONKEY,514,C
S54,cc6,18,clr,LF,rel,spade,CARDS,539,C
S54,cc6,19,clr,NW,unr,closet,LOMED,523,C
S54,cc6,20,deg,LF,rel,hail,STORM,474,C
S54,cc6,21,clr,NW,unr,shelter,CATHE,652,C
S54,cc6,22,clr,NW,unr,punish,UNHURF,757,C
S54,cc6,23,clr,HF,unr,choice,MIND,467,C
S54,cc6,24,deg,HF,rel,theory,IDEA,710,C
S54,cc6,25,deg,NW,unr,chance,FARPER,616,C
S54,cc6,26,deg,HF,rel,rude,MEAN,458,C
S54,cc6,27,deg,NW,unr,violet,ABDESS,696,C
S54,cc6,28,deg,HF,rel,blaze,FIRE,586,C
S54,cc6,29,clr,NW,unr,gentle,UNKOOM,708,C
S54,cc6,30,deg,LF,unr,stake,CANDY,487,C
S54,cc6,31,clr,NW,unr,blouse,DEST,588,C
S54,cc6,32,deg,NW,unr,fear,HOAFER,601,C
S54,cc6,33,deg,HF,unr,alley,GRASS,902,C
S54,cc6,34,clr,HF,unr,report,SHORT,593,C
S54,cc6,35,clr,NW,unr,part,DIAKOME,556,C
S54,cc6,36,deg,LF,unr,thimble,LOUD,514,C
S54,cc6,37,clr,LF,unr,shame,TUSK,797,C
S54,cc6,38,clr,LF,unr,pardon,CAKE,531,C
S54,cc6,39,deg,HF,rel,pause,STOP,547,C
S54,cc6,40,clr,NW,unr,heel,PAIME,661,C
S54,cc6,41,deg,HF,unr,south,RIDE,589,C
S54,cc6,42,deg,LF,rel,omelet,EGGS,524,C
S54,cc6,43,clr,NW,unr,desire,KOOF,570,C
S54,cc6,44,deg,NW,unr,piece,SUBVURD,833,C
S54,cc6,45,clr,NW,unr,clue,HOMPS,796,C
S54,cc6,46,deg,NW,unr,phase,VADES,867,C
S54,cc6,47,deg,NW,unr,sing,NAMPED,870,C
S54,cc6,48,clr,NW,unr,worn,NEEK,792,C
S54,cc6,49,clr,NW,unr,plain,DANDEL,640,C
S54,cc6,50,deg,HF,unr,novel,UNCLE,758,C
S54,cc6,51,clr,NW,unr,knob,REET,724,C
S54,cc6,52,clr,HF,rel,stair,CASE,618,C
S54,cc6,53,deg,NW,unr,kitten,SARPS,634,C
S54,cc6,54,deg,HF,unr,dock,DONE,605,C
S54,cc6,55,deg,NW,unr,alcohol,OVERBLAPS,781,C
S54,cc6,56,clr,NW,unr,explode,MEERS,781,C
S54,cc6,57,clr,LF,unr,barrel,NAVY,640,C
S54,cc6,58,clr,NW,unr,apology,PIMEL,647,C
S54,cc6,59,deg,NW,unr,ball,DISBAMP,734,C
S54,cc6,60,deg,HF,unr,nails,PEACE,616,C
S54,cc6,61,deg,NW,unr,brandy,TRANSHORD,758,C
S54,cc6,62,deg,LF,rel,tarnish,SILVER,628,C
S54,cc6,63,clr,LF,rel,prune,JUICE,615,C
S54,cc6,64,clr,NW,unr,pain,LIPER,568,C
S54,cc6,65,clr,NW,unr,live,DEFITY,849,C
S54,cc6,66,deg,HF,rel,squad,POLICE,560,C
S54,cc6,67,clr,NW,unr,harsh,OVERWEEF,694,C
S54,cc6,68,deg,NW,unr,casket,DISWOUL,680,C
S54,cc6,69,deg,HF,rel,complex,HARD,532,C
S54,cc6,70,clr,LF,rel,flannel,SHIRT,485,C
S54,cc6,71,clr,NW,unr,song,VEATH,698,C
S54,cc6,72,clr,NW,unr,choose,INTERMIET,666,C
S54,cc6,73,deg,NW,unr,toad,WINT,550,E
S54,cc6,74,deg,NW,unr,worth,VAKER,1060,C
S54,cc6,75,clr,NW,unr,sharp,VABY,701,C
S54,cc6,76,deg,HF,rel,stem,PLANT,524,C
S54,cc6,77,deg,HF,unr,yawn,LIGHT,621,C
S54,cc6,78,deg,LF,unr,scallop,TEAR,621,C
S54,cc6,79,deg,HF,unr,lips,FIGURE,561,C
S54,cc6,80,clr,NW,unr,bicycle,FANDER,598,C
S54,cc6,81,deg,NW,unr,poise,UNGURB,723,C
S54,cc6,82,clr,NW,unr,house,GOUPER,796,C
S54,cc6,83,clr,HF,rel,smash,DESTROY,610,C
S54,cc6,84,deg,NW,unr,motor,ENJOLK,578,C
S54,cc6,85,deg,NW,unr,weak,OVERTAGE,954,C
S54,cc6,86,clr,LF,unr,squeak,OCEAN,492,C
S54,cc6,87,clr,NW,unr,spook,INTHID,518,C
S54,cc6,88,clr,NW,unr,foot,DORNER,740,C
S54,cc6,89,deg,NW,unr,east,NACE,827,C
S54,cc6,90,clr,LF,rel,fragile,BREAK,582,C
S54,cc6,91,deg,LF,unr,captive,JACKET,658,C
S54,cc6,92,deg,NW,unr,algebra,HISE,665,C
S54,cc6,93,deg,HF,rel,gray,BLACK,534,C
S54,cc6,94,clr,NW,unr,protect,MIAL,551,C
S54,cc6,95,clr,NW,unr,used,ANTIPOLD,651,C
S54,cc6,96,deg,NW,unr,rabbit,FLEEPED,883,C
S54,cc6,97,deg,NW,unr,full,MESTED,636,C
S54,cc6,98,deg,NW,unr,site,RISHED,626,C
S54,cc6,99,clr,NW,unr,shiver,NIFTS,516,C
S54,cc6,100,deg,LF,unr,throne,WEIRD,593,C
S54,cc6,101,clr,LF,rel,rise,SHINE,572,C
S54,cc6,102,clr,NW,unr,brush,NOAL,581,C
S54,cc6,103,deg,LF,rel,hawk,EAGLE,545,C
S54,cc6,104,clr,HF,rel,reality,LIFE,531,C
S54,cc6,105,clr,NW,unr,seek,VORD,596,C
S54,cc6,106,clr,NW,unr,alike,BURFED,690,C
S54,cc6,107,deg,HF,unr,donor,STONE,530,C
S54,cc6,108,clr,LF,unr,dump,HANGER,563,C
S54,cc6,109,clr,LF,rel,melody,TUNE,519,C
S54,cc6,110,deg,HF,rel,strand,HAIR,533,C
S54,cc6,111,clr,NW,unr,write,GINED,566,C
S54,cc6,112,clr,LF,unr,rinse,RIBS,523,C
S54,cc6,113,clr,HF,unr,granite,GIVE,537,C
S54,cc6,114,deg,HF,rel,cork,WINE,552,C
S54,cc6,115,clr,HF,unr,nephew,READ,479,C
S54,cc6,116,clr,NW,unr,spice,RAIM,533,C
S54,cc6,117,clr,HF,rel,vanish,GONE,564,C
S54,cc6,118,clr,HF,unr,hose,ARMY,441,C
S54,cc6,119,deg,LF,rel,paste,STICKY,520,C
S54,cc6,120,deg,NW,unr,virtue,WOINS,629,C
S54,cc6,121,deg,NW,unr,finish,UNCHIM,616,C
S54,cc6,122,clr,LF,unr,stuck,LOCK,489,C
S54,cc6,123,deg,HF,unr,tank,WATER,461,C
S54,cc6,124,clr,HF,unr,examine,EARTH,450,C
S54,cc6,125,deg,NW,unr,ceiling,HILK,593,C
S54,cc6,126,clr,HF,unr,through,BOAT,463,C
S54,cc6,127,clr,LF,rel,foam,RUBBER,481,C
S54,cc6,128,deg,HF,unr,gloves,BEST,520,C
S54,cc6,129,clr,NW,unr,lobster,HICE,613,C
S54,cc6,130,deg,NW,unr,proper,DEBIRT,645,C
S54,cc6,131,clr,NW,unr,ghost,WOATER,747,C
S54,cc6,132,clr,LF,rel,ritual,HABIT,470,C
S54,cc6,133,clr,NW,unr,dead,LORKED,634,C
S54,cc6,134,deg,NW,unr,quiet,TERE,717,C
