Subj,Item,trial,Freq,Prime,Qlty,lagQlty,lagTrgt,rt,F,P,Q,lQ,lT,rrt,trial.c
S50,MELT,315,low,related,clear,clear,nonword,605,1,-1,-1,-1,1,-1.6528925619834711,75
S50,STREET,316,high,related,degraded,clear,word,577,-1,-1,1,-1,-1,-1.733102253032929,76
S50,GLORY,317,low,unrelated,degraded,degraded,word,684,1,1,1,1,-1,-1.4619883040935673,77
S50,EGGS,318,low,unrelated,clear,degraded,word,528,1,1,-1,1,-1,-1.893939393939394,78
S50,THIEF,322,low,related,degraded,degraded,nonword,567,1,-1,1,1,1,-1.763668430335097,82
S50,DUCK,323,low,unrelated,degraded,degraded,word,832,1,1,1,1,-1,-1.2019230769230769,83
S50,GOAL,324,low,unrelated,degraded,degraded,word,529,1,1,1,1,-1,-1.890359168241966,84
S50,ACHE,327,low,related,degraded,degraded,nonword,642,1,-1,1,1,1,-1.557632398753894,87
S50,FRIGHT,328,low,unrelated,clear,degraded,word,587,1,1,-1,1,-1,-1.7035775127768313,88
S50,CAKE,329,low,related,degraded,clear,word,488,1,-1,1,-1,-1,-2.0491803278688523,89
S50,PURPLE,330,low,related,clear,degraded,word,516,1,-1,-1,1,-1,-1.937984496124031,90
S50,PLAY,331,high,related,clear,clear,word,515,-1,-1,-1,-1,-1,-1.941747572815534,91
S50,ROUND,332,low,unrelated,clear,clear,word,644,1,1,-1,-1,-1,-1.5527950310559007,92
S50,VISION,335,high,unrelated,clear,clear,nonword,1103,-1,1,-1,-1,1,-0.9066183136899365,95
S50,CRASH,336,low,related,clear,clear,word,660,1,-1,-1,-1,-1,-1.5151515151515151,96
S50,NAVY,338,low,related,degraded,clear,nonword,630,1,-1,1,-1,1,-1.5873015873015872,98
S50,COAT,340,low,unrelated,clear,degraded,nonword,666,1,1,-1,1,1,-1.5015015015015014,100
S50,DONKEY,341,low,unrelated,clear,clear,word,632,1,1,-1,-1,-1,-1.5822784810126582,101
S50,SEAFOOD,342,low,related,degraded,clear,word,575,1,-1,1,-1,-1,-1.7391304347826086,102
S50,DONE,344,high,unrelated,degraded,clear,nonword,502,-1,1,1,-1,1,-1.9920318725099602,104
S50,OPEN,345,high,unrelated,degraded,degraded,word,532,-1,1,1,1,-1,-1.8796992481203008,105
S50,PRESENT,348,high,related,clear,clear,nonword,517,-1,-1,-1,-1,1,-1.9342359767891684,108
S50,GLUE,349,low,unrelated,degraded,clear,word,645,1,1,1,-1,-1,-1.550387596899225,109
S50,SPACE,356,high,unrelated,clear,degraded,nonword,549,-1,1,-1,1,1,-1.8214936247723132,116
S50,JUMP,359,low,unrelated,degraded,clear,nonword,681,1,1,1,-1,1,-1.4684287812041117,119
S50,SORRY,361,high,unrelated,clear,degraded,nonword,627,-1,1,-1,1,1,-1.594896331738437,121
S50,PEACE,366,high,unrelated,degraded,degraded,nonword,697,-1,1,1,1,1,-1.4347202295552368,126
S50,HORSE,367,high,related,clear,degraded,word,588,-1,-1,-1,1,-1,-1.7006802721088434,127
S50,RIBS,368,low,related,degraded,clear,word,617,1,-1,1,-1,-1,-1.6207455429497568,128
S50,OYSTER,372,low,related,clear,clear,nonword,648,1,-1,-1,-1,1,-1.5432098765432098,132
S50,JAIL,374,low,unrelated,degraded,degraded,nonword,570,1,1,1,1,1,-1.7543859649122806,134
S50,HANDS,375,high,related,degraded,degraded,word,550,-1,-1,1,1,-1,-1.8181818181818181,135
S50,CHANGE,377,high,related,clear,clear,nonword,505,-1,-1,-1,-1,1,-1.9801980198019802,137
S50,PUSH,378,low,related,clear,clear,word,855,1,-1,-1,-1,-1,-1.1695906432748537,138
S50,CARDS,381,low,related,clear,degraded,nonword,722,1,-1,-1,1,1,-1.3850415512465375,141
S50,SCHOOL,383,high,related,clear,degraded,nonword,497,-1,-1,-1,1,1,-2.0120724346076457,143
S50,RIDE,384,high,unrelated,degraded,clear,word,927,-1,1,1,-1,-1,-1.0787486515641855,144
S50,STICK,386,low,unrelated,clear,degraded,nonword,670,1,1,-1,1,1,-1.492537313432836,146
S50,SNAKE,388,low,related,degraded,clear,nonword,672,1,-1,1,-1,1,-1.4880952380952381,148
S50,SOUND,390,high,unrelated,clear,degraded,nonword,538,-1,1,-1,1,1,-1.858736059479554,150
S50,HAIR,392,high,unrelated,clear,clear,nonword,544,-1,1,-1,-1,1,-1.838235294117647,152
S50,SAND,395,low,unrelated,degraded,clear,nonword,649,1,1,1,-1,1,-1.5408320493066257,155
S50,PICK,399,high,unrelated,degraded,degraded,nonword,815,-1,1,1,1,1,-1.2269938650306749,159
S50,WHEN,400,high,related,clear,degraded,word,475,-1,-1,-1,1,-1,-2.1052631578947367,160
S50,SHOE,401,low,unrelated,degraded,clear,word,610,1,1,1,-1,-1,-1.639344262295082,161
S50,LIGHT,402,high,unrelated,degraded,degraded,word,484,-1,1,1,1,-1,-2.0661157024793386,162
S50,WHITE,405,high,unrelated,clear,degraded,nonword,522,-1,1,-1,1,1,-1.9157088122605364,165
S50,HOME,407,high,unrelated,clear,clear,nonword,677,-1,1,-1,-1,1,-1.4771048744460857,167
S50,GARDEN,409,high,unrelated,clear,degraded,nonword,486,-1,1,-1,1,1,-2.05761316872428,169
S50,TUNE,410,low,related,clear,clear,word,832,1,-1,-1,-1,-1,-1.2019230769230769,170
S50,REASON,411,high,related,clear,clear,word,545,-1,-1,-1,-1,-1,-1.834862385321101,171
S50,FIGURE,413,high,unrelated,degraded,clear,nonword,1001,-1,1,1,-1,1,-0.999000999000999,173
S50,COLD,414,high,related,degraded,degraded,word,649,-1,-1,1,1,-1,-1.5408320493066257,174
S50,HOSTAGE,416,low,related,degraded,clear,nonword,955,1,-1,1,-1,1,-1.0471204188481675,176
S50,CHEAP,417,low,unrelated,clear,degraded,word,531,1,1,-1,1,-1,-1.8832391713747645,177
S50,HEAD,418,high,related,clear,clear,word,502,-1,-1,-1,-1,-1,-1.9920318725099602,178
S50,TELL,420,high,unrelated,degraded,clear,nonword,695,-1,1,1,-1,1,-1.4388489208633093,180
S50,ENGINE,422,high,related,clear,clear,nonword,522,-1,-1,-1,-1,1,-1.9157088122605364,182
S50,NUMBER,424,high,unrelated,clear,degraded,nonword,440,-1,1,-1,1,1,-2.272727272727273,184
S50,HOTEL,425,high,unrelated,clear,clear,word,520,-1,1,-1,-1,-1,-1.9230769230769231,185
S50,GIRL,430,high,related,degraded,clear,nonword,564,-1,-1,1,-1,1,-1.7730496453900708,190
S50,FRONT,437,high,unrelated,degraded,degraded,nonword,595,-1,1,1,1,1,-1.680672268907563,197
S50,FACE,439,high,unrelated,clear,clear,nonword,456,-1,1,-1,-1,1,-2.192982456140351,199
S50,COST,440,high,unrelated,degraded,clear,word,524,-1,1,1,-1,-1,-1.9083969465648856,200
S50,SIGN,442,low,unrelated,degraded,degraded,nonword,506,1,1,1,1,1,-1.976284584980237,202
S50,STAMP,449,low,related,degraded,clear,word,471,1,-1,1,-1,-1,-2.1231422505307855,209
S50,SKIN,454,low,related,degraded,clear,nonword,776,1,-1,1,-1,1,-1.288659793814433,214
S50,HABIT,455,low,related,clear,degraded,word,539,1,-1,-1,1,-1,-1.8552875695732838,215
S50,LEAD,456,high,related,clear,clear,word,529,-1,-1,-1,-1,-1,-1.890359168241966,216
S50,EARTH,463,high,related,degraded,clear,nonword,628,-1,-1,1,-1,1,-1.5923566878980893,223
S50,GUILTY,465,low,unrelated,degraded,degraded,nonword,678,1,1,1,1,1,-1.4749262536873156,225
S50,GAMBLE,467,high,related,clear,clear,nonword,778,-1,-1,-1,-1,1,-1.2853470437017995,227
S50,MORE,468,high,unrelated,degraded,clear,word,592,-1,1,1,-1,-1,-1.6891891891891893,228
S50,CASE,469,high,related,clear,degraded,word,593,-1,-1,-1,1,-1,-1.6863406408094435,229
S50,STRONG,470,high,unrelated,clear,clear,word,513,-1,1,-1,-1,-1,-1.949317738791423,230
S50,FIGHT,474,high,unrelated,degraded,clear,nonword,504,-1,1,1,-1,1,-1.9841269841269842,234
S50,PRIEST,475,low,unrelated,clear,degraded,word,645,1,1,-1,1,-1,-1.550387596899225,235
S50,JACKET,476,low,unrelated,degraded,clear,word,640,1,1,1,-1,-1,-1.5625,236
S50,ANGER,478,low,unrelated,clear,clear,nonword,697,1,1,-1,-1,1,-1.4347202295552368,238
S50,KNOW,480,high,related,clear,degraded,nonword,508,-1,-1,-1,1,1,-1.968503937007874,240
S51,WOOL,2,low,related,clear,degraded,nonword,708,1,-1,-1,1,1,-1.4124293785310735,-238
S51,FIGHT,4,high,related,degraded,clear,nonword,839,-1,-1,1,-1,1,-1.1918951132300357,-236
S51,EARTH,5,high,unrelated,clear,degraded,word,855,-1,1,-1,1,-1,-1.1695906432748537,-235
S51,BLADE,7,low,unrelated,clear,clear,nonword,834,1,1,-1,-1,1,-1.1990407673860912,-233
S51,HANDS,15,high,unrelated,clear,clear,nonword,787,-1,1,-1,-1,1,-1.2706480304955527,-225
S51,HURT,17,low,related,clear,degraded,nonword,993,1,-1,-1,1,1,-1.0070493454179255,-223
S51,SHORT,19,high,unrelated,clear,degraded,nonword,1907,-1,1,-1,1,1,-0.5243838489774515,-221
S51,MORNING,20,high,unrelated,clear,clear,word,728,-1,1,-1,-1,-1,-1.3736263736263736,-220
S51,SCARE,23,low,unrelated,clear,degraded,nonword,1047,1,1,-1,1,1,-0.9551098376313276,-217
S51,SKIN,24,low,unrelated,clear,clear,word,1186,1,1,-1,-1,-1,-0.8431703204047217,-216
S51,MIND,27,high,unrelated,clear,clear,nonword,833,-1,1,-1,-1,1,-1.2004801920768307,-213
S51,SCHOOL,32,high,unrelated,degraded,degraded,nonword,694,-1,1,1,1,1,-1.440922190201729,-208
S51,GLUE,33,low,related,degraded,degraded,word,792,1,-1,1,1,-1,-1.2626262626262625,-207
S51,OYSTER,35,low,unrelated,degraded,clear,nonword,743,1,1,1,-1,1,-1.3458950201884252,-205
S51,STRONG,36,high,related,clear,degraded,word,788,-1,-1,-1,1,-1,-1.2690355329949239,-204
S51,MAIL,37,low,related,clear,clear,word,634,1,-1,-1,-1,-1,-1.5772870662460567,-203
S51,STONE,38,high,related,degraded,clear,word,722,-1,-1,1,-1,-1,-1.3850415512465375,-202
S51,POINT,39,high,unrelated,degraded,degraded,word,891,-1,1,1,1,-1,-1.122334455667789,-201
S51,HOTEL,40,high,related,clear,degraded,word,741,-1,-1,-1,1,-1,-1.349527665317139,-200
S51,CRASH,41,low,unrelated,degraded,clear,word,659,1,1,1,-1,-1,-1.5174506828528074,-199
S51,MAKE,42,high,unrelated,clear,degraded,word,785,-1,1,-1,1,-1,-1.2738853503184713,-198
S51,WEIRD,45,low,related,degraded,degraded,nonword,693,1,-1,1,1,1,-1.443001443001443,-195
S51,ANGER,48,low,related,clear,clear,nonword,790,1,-1,-1,-1,1,-1.2658227848101267,-192
S51,THINK,53,high,related,clear,degraded,nonword,826,-1,-1,-1,1,1,-1.2106537530266344,-187
S51,CARE,54,high,related,degraded,clear,word,856,-1,-1,1,-1,-1,-1.1682242990654206,-186
S51,SECOND,57,high,related,degraded,clear,nonword,889,-1,-1,1,-1,1,-1.124859392575928,-183
S51,RULER,58,low,unrelated,degraded,degraded,word,677,1,1,1,1,-1,-1.4771048744460857,-182
S51,ENGINE,59,high,unrelated,degraded,degraded,word,980,-1,1,1,1,-1,-1.0204081632653061,-181
S51,FEMALE,60,high,related,clear,degraded,word,722,-1,-1,-1,1,-1,-1.3850415512465375,-180
S51,SLIMY,61,low,related,degraded,clear,word,955,1,-1,1,-1,-1,-1.0471204188481675,-179
S51,SIGN,63,low,related,degraded,degraded,nonword,819,1,-1,1,1,1,-1.221001221001221,-177
S51,WASH,64,low,related,degraded,degraded,word,721,1,-1,1,1,-1,-1.3869625520110958,-176
S51,VEIN,65,low,related,degraded,degraded,word,1002,1,-1,1,1,-1,-0.998003992015968,-175
S51,FINAL,67,high,related,degraded,clear,nonword,744,-1,-1,1,-1,1,-1.3440860215053763,-173
S51,RIBS,68,low,unrelated,clear,degraded,word,949,1,1,-1,1,-1,-1.053740779768177,-172
S51,NICE,69,low,related,degraded,clear,word,972,1,-1,1,-1,-1,-1.02880658436214,-171
S51,SOCCER,70,low,unrelated,clear,degraded,word,646,1,1,-1,1,-1,-1.5479876160990713,-170
S51,GLORY,72,low,related,degraded,degraded,nonword,794,1,-1,1,1,1,-1.2594458438287153,-168
S51,LONG,74,high,related,clear,degraded,nonword,746,-1,-1,-1,1,1,-1.3404825737265416,-166
S51,TEAR,75,low,related,degraded,clear,word,1208,1,-1,1,-1,-1,-0.8278145695364238,-165
S51,SOUND,76,high,related,clear,degraded,word,1028,-1,-1,-1,1,-1,-0.9727626459143969,-164
S51,GONE,77,high,unrelated,degraded,clear,word,713,-1,1,1,-1,-1,-1.402524544179523,-163
S51,PANTS,79,low,related,clear,degraded,nonword,834,1,-1,-1,1,1,-1.1990407673860912,-161
S51,CHEAT,85,low,unrelated,degraded,clear,nonword,828,1,1,1,-1,1,-1.2077294685990339,-155
S51,LIGHT,86,high,related,degraded,degraded,word,1226,-1,-1,1,1,-1,-0.8156606851549756,-154
S51,TAKE,87,high,unrelated,degraded,degraded,word,647,-1,1,1,1,-1,-1.545595054095827,-153
S51,HUNGER,89,low,related,degraded,clear,nonword,1481,1,-1,1,-1,1,-0.675219446320054,-151
S51,BLACK,91,high,related,clear,clear,word,704,-1,-1,-1,-1,-1,-1.4204545454545454,-149
S51,FISH,92,low,unrelated,clear,clear,word,630,1,1,-1,-1,-1,-1.5873015873015872,-148
S51,HOME,93,high,related,clear,clear,word,524,-1,-1,-1,-1,-1,-1.9083969465648856,-147
S51,FRIEND,94,high,unrelated,clear,clear,word,539,-1,1,-1,-1,-1,-1.8552875695732838,-146
S51,BELL,95,low,unrelated,degraded,clear,word,625,1,1,1,-1,-1,-1.6,-145
S51,FATHER,96,high,related,degraded,degraded,word,759,-1,-1,1,1,-1,-1.3175230566534915,-144
S51,INSECT,98,low,unrelated,degraded,degraded,word,641,1,1,1,1,-1,-1.5600624024960998,-142
S51,POLE,100,low,unrelated,clear,degraded,nonword,706,1,1,-1,1,1,-1.4164305949008498,-140
S51,JACKET,101,low,related,degraded,clear,word,663,1,-1,1,-1,-1,-1.5082956259426847,-139
S51,THREAD,106,low,unrelated,clear,clear,nonword,1281,1,1,-1,-1,1,-0.78064012490242,-134
S51,HOSTAGE,109,low,unrelated,clear,clear,nonword,2907,1,1,-1,-1,1,-0.3439972480220158,-131
S51,WEST,114,high,unrelated,clear,degraded,nonword,965,-1,1,-1,1,1,-1.0362694300518134,-126
S51,GRASS,115,high,related,degraded,clear,word,848,-1,-1,1,-1,-1,-1.179245283018868,-125
S51,SHOWER,116,low,related,clear,degraded,word,660,1,-1,-1,1,-1,-1.5151515151515151,-124
S51,SHOE,118,low,related,degraded,degraded,nonword,692,1,-1,1,1,1,-1.4450867052023122,-122
S51,HOLD,121,high,related,clear,clear,nonword,722,-1,-1,-1,-1,1,-1.3850415512465375,-119
S51,JAIL,122,low,related,degraded,clear,word,731,1,-1,1,-1,-1,-1.3679890560875514,-118
S51,STAMP,127,low,unrelated,clear,degraded,nonword,760,1,1,-1,1,1,-1.3157894736842106,-113
S51,BANANA,129,low,related,clear,degraded,nonword,720,1,-1,-1,1,1,-1.3888888888888888,-111
S51,HABIT,141,low,unrelated,degraded,degraded,nonword,805,1,1,1,1,1,-1.2422360248447204,-99
S51,WRITE,146,high,related,degraded,degraded,word,790,-1,-1,1,1,-1,-1.2658227848101267,-94
S51,FROG,147,low,related,clear,degraded,word,652,1,-1,-1,1,-1,-1.5337423312883436,-93
S51,GOAL,148,low,related,degraded,clear,word,567,1,-1,1,-1,-1,-1.763668430335097,-92
S51,HEAD,149,high,unrelated,degraded,degraded,word,705,-1,1,1,1,-1,-1.4184397163120568,-91
S51,FLOOR,150,high,related,degraded,degraded,word,631,-1,-1,1,1,-1,-1.5847860538827259,-90
S51,OCEAN,152,low,unrelated,clear,clear,nonword,1027,1,1,-1,-1,1,-0.9737098344693281,-88
S51,LIKE,153,high,related,degraded,clear,word,1256,-1,-1,1,-1,-1,-0.7961783439490446,-87
S51,PRESENT,154,high,unrelated,degraded,degraded,word,635,-1,1,1,1,-1,-1.5748031496062993,-86
S51,FLOWER,155,low,unrelated,degraded,degraded,word,596,1,1,1,1,-1,-1.6778523489932886,-85
S51,BLUE,161,high,unrelated,degraded,clear,nonword,934,-1,1,1,-1,1,-1.0706638115631693,-79
S51,TIGER,164,low,unrelated,clear,clear,nonword,740,1,1,-1,-1,1,-1.3513513513513513,-76
S51,JOKE,165,low,unrelated,degraded,clear,word,978,1,1,1,-1,-1,-1.0224948875255624,-75
S51,DONE,167,high,related,degraded,degraded,nonword,1303,-1,-1,1,1,1,-0.7674597083653109,-73
S51,GARBAGE,172,low,related,degraded,degraded,nonword,775,1,-1,1,1,1,-1.2903225806451613,-68
S51,TRAIN,173,low,related,clear,degraded,word,730,1,-1,-1,1,-1,-1.36986301369863,-67
S51,HORSE,174,high,unrelated,degraded,clear,word,758,-1,1,1,-1,-1,-1.3192612137203166,-66
S51,NERVOUS,175,low,unrelated,degraded,degraded,word,757,1,1,1,1,-1,-1.321003963011889,-65
S51,FIRE,177,high,related,clear,degraded,nonword,612,-1,-1,-1,1,1,-1.6339869281045751,-63
S51,STREET,178,high,unrelated,clear,clear,word,823,-1,1,-1,-1,-1,-1.2150668286755772,-62
S51,EAGLE,182,low,related,clear,degraded,nonword,952,1,-1,-1,1,1,-1.050420168067227,-58
S51,CASE,184,high,unrelated,degraded,clear,nonword,649,-1,1,1,-1,1,-1.5408320493066257,-56
S51,FORGIVE,185,low,related,degraded,degraded,word,629,1,-1,1,1,-1,-1.589825119236884,-55
S51,HEART,187,high,unrelated,clear,clear,nonword,882,-1,1,-1,-1,1,-1.1337868480725624,-53
S51,DARK,188,high,unrelated,clear,clear,word,843,-1,1,-1,-1,-1,-1.1862396204033214,-52
S51,SOUR,190,low,related,degraded,degraded,nonword,768,1,-1,1,1,1,-1.3020833333333333,-50
S51,DESTROY,192,high,unrelated,degraded,clear,nonword,887,-1,1,1,-1,1,-1.1273957158962795,-48
S51,FIGURE,195,high,related,degraded,clear,nonword,666,-1,-1,1,-1,1,-1.5015015015015014,-45
S51,BREATH,199,high,unrelated,degraded,clear,nonword,907,-1,1,1,-1,1,-1.1025358324145536,-41
S51,WORD,203,high,unrelated,degraded,clear,nonword,775,-1,1,1,-1,1,-1.2903225806451613,-37
S51,COUNTRY,205,high,related,degraded,clear,nonword,808,-1,-1,1,-1,1,-1.2376237623762376,-35
S51,DONKEY,206,low,related,clear,degraded,word,1091,1,-1,-1,1,-1,-0.916590284142988,-34
S51,SHOW,208,high,unrelated,clear,degraded,nonword,836,-1,1,-1,1,1,-1.1961722488038278,-32
S51,VAMPIRE,209,low,unrelated,clear,clear,word,693,1,1,-1,-1,-1,-1.443001443001443,-31
S51,SORRY,211,high,related,clear,degraded,nonword,688,-1,-1,-1,1,1,-1.4534883720930232,-29
S51,ALONE,213,high,unrelated,clear,clear,nonword,720,-1,1,-1,-1,1,-1.3888888888888888,-27
S51,CANDY,214,low,related,degraded,clear,word,1065,1,-1,1,-1,-1,-0.9389671361502347,-26
S51,MORE,215,high,related,degraded,degraded,word,983,-1,-1,1,1,-1,-1.017293997965412,-25
S51,STOP,218,high,related,clear,clear,nonword,632,-1,-1,-1,-1,1,-1.5822784810126582,-22
S51,WATER,219,high,related,degraded,clear,word,576,-1,-1,1,-1,-1,-1.7361111111111112,-21
S51,SPORT,222,low,related,degraded,degraded,nonword,703,1,-1,1,1,1,-1.422475106685633,-18
S51,WALK,224,high,unrelated,clear,clear,nonword,548,-1,1,-1,-1,1,-1.8248175182481752,-16
S51,BACK,225,high,unrelated,degraded,clear,word,570,-1,1,1,-1,-1,-1.7543859649122806,-15
S51,ORANGE,231,low,unrelated,degraded,clear,word,1039,1,1,1,-1,-1,-0.9624639076034649,-9
S51,SODA,232,low,related,degraded,degraded,word,872,1,-1,1,1,-1,-1.146788990825688,-8
S51,PRIEST,234,low,related,clear,clear,nonword,659,1,-1,-1,-1,1,-1.5174506828528074,-6
S51,BEAR,237,high,unrelated,clear,clear,nonword,671,-1,1,-1,-1,1,-1.4903129657228018,-3
S51,WEIGHT,238,low,unrelated,clear,clear,word,944,1,1,-1,-1,-1,-1.0593220338983051,-2
S51,PLAY,239,high,unrelated,degraded,clear,word,741,-1,1,1,-1,-1,-1.349527665317139,-1
S51,BREAK,240,low,unrelated,degraded,degraded,word,610,1,1,1,1,-1,-1.639344262295082,0
S51,NIGHT,245,high,unrelated,clear,degraded,nonword,1126,-1,1,-1,1,1,-0.8880994671403197,5
S51,SEAFOOD,246,low,unrelated,clear,clear,word,897,1,1,-1,-1,-1,-1.1148272017837235,6
S51,STUDY,248,high,related,degraded,degraded,nonword,1327,-1,-1,1,1,1,-0.7535795026375283,8
S51,PUPPY,250,low,unrelated,degraded,degraded,nonword,1126,1,1,1,1,1,-0.8880994671403197,10
S51,IDEA,251,high,related,clear,degraded,word,880,-1,-1,-1,1,-1,-1.1363636363636365,11
S51,CARDS,256,low,unrelated,degraded,degraded,nonword,757,1,1,1,1,1,-1.321003963011889,16
S51,HEAT,260,low,unrelated,degraded,clear,nonword,997,1,1,1,-1,1,-1.0030090270812437,20
S51,MOUSE,261,low,related,degraded,degraded,word,756,1,-1,1,1,-1,-1.3227513227513228,21
S51,PULL,262,high,unrelated,degraded,degraded,word,917,-1,1,1,1,-1,-1.0905125408942202,22
S51,RIGHT,263,high,unrelated,degraded,degraded,word,822,-1,1,1,1,-1,-1.2165450121654502,23
S51,OVEN,264,low,related,clear,degraded,word,740,1,-1,-1,1,-1,-1.3513513513513513,24
S51,EGGS,265,low,related,clear,clear,word,577,1,-1,-1,-1,-1,-1.733102253032929,25
S51,PURPLE,269,low,unrelated,degraded,degraded,nonword,645,1,1,1,1,1,-1.550387596899225,29
S51,RUBBER,270,low,unrelated,degraded,degraded,word,816,1,1,1,1,-1,-1.2254901960784315,30
S51,STICKY,272,low,related,clear,degraded,nonword,723,1,-1,-1,1,1,-1.3831258644536653,32
S51,TUSK,277,low,unrelated,clear,degraded,nonword,1184,1,1,-1,1,1,-0.8445945945945946,37
S51,SAME,279,high,unrelated,degraded,clear,nonword,601,-1,1,1,-1,1,-1.663893510815308,39
S51,LIFE,280,high,unrelated,degraded,degraded,word,857,-1,1,1,1,-1,-1.1668611435239207,40
S51,ROUND,282,low,related,clear,degraded,nonword,579,1,-1,-1,1,1,-1.7271157167530224,42
S51,DEFEND,283,low,unrelated,clear,clear,word,719,1,1,-1,-1,-1,-1.3908205841446453,43
S51,SMART,284,low,related,clear,clear,word,664,1,-1,-1,-1,-1,-1.5060240963855422,44
S51,CENTER,285,high,unrelated,degraded,clear,word,838,-1,1,1,-1,-1,-1.1933174224343674,45
S51,PLANE,286,high,unrelated,clear,degraded,word,695,-1,1,-1,1,-1,-1.4388489208633093,46
S51,LEAD,287,high,unrelated,degraded,clear,word,905,-1,1,1,-1,-1,-1.1049723756906078,47
S51,SCENT,291,low,unrelated,degraded,clear,nonword,696,1,1,1,-1,1,-1.4367816091954022,51
S51,COAT,293,low,related,clear,clear,nonword,614,1,-1,-1,-1,1,-1.6286644951140066,53
S51,BIRD,294,low,related,clear,clear,word,617,1,-1,-1,-1,-1,-1.6207455429497568,54
S51,HINT,296,low,related,degraded,clear,nonword,1271,1,-1,1,-1,1,-0.7867820613690008,56
S51,DUMB,298,low,unrelated,clear,clear,nonword,611,1,1,-1,-1,1,-1.6366612111292962,58
S51,MEAN,299,high,related,clear,clear,word,549,-1,-1,-1,-1,-1,-1.8214936247723132,59
S51,LOUD,302,low,related,degraded,clear,nonword,775,1,-1,1,-1,1,-1.2903225806451613,62
S51,SILVER,304,low,related,clear,clear,nonword,631,1,-1,-1,-1,1,-1.5847860538827259,64
S51,ROCKET,305,low,unrelated,degraded,clear,word,1053,1,1,1,-1,-1,-0.949667616334283,65
S51,POLICE,307,high,related,clear,degraded,nonword,568,-1,-1,-1,1,1,-1.7605633802816902,67
S51,MOUTH,312,high,unrelated,clear,clear,nonword,565,-1,1,-1,-1,1,-1.7699115044247788,72
S51,RIDE,313,high,related,degraded,clear,word,928,-1,-1,1,-1,-1,-1.0775862068965518,73
S51,COLD,315,high,unrelated,clear,clear,nonword,582,-1,1,-1,-1,1,-1.7182130584192439,75
S51,COWBOY,319,low,unrelated,clear,clear,nonword,994,1,1,-1,-1,1,-1.0060362173038229,79
S51,ANSWER,320,high,unrelated,clear,clear,word,867,-1,1,-1,-1,-1,-1.1534025374855825,80
S51,CHEAP,324,low,related,clear,degraded,nonword,820,1,-1,-1,1,1,-1.2195121951219512,84
S51,PUSH,326,low,unrelated,degraded,clear,nonword,730,1,1,1,-1,1,-1.36986301369863,86
S51,LOCK,327,low,unrelated,clear,degraded,word,901,1,1,-1,1,-1,-1.1098779134295227,87
S51,REEF,328,low,related,clear,clear,word,674,1,-1,-1,-1,-1,-1.4836795252225519,88
S51,COST,331,high,related,degraded,clear,nonword,847,-1,-1,1,-1,1,-1.1806375442739079,91
S51,SHINE,333,low,unrelated,degraded,degraded,nonword,834,1,1,1,1,1,-1.1990407673860912,93
S51,SMOKE,334,high,unrelated,degraded,degraded,word,611,-1,1,1,1,-1,-1.6366612111292962,94
S51,BEST,336,high,related,degraded,degraded,nonword,731,-1,-1,1,1,1,-1.3679890560875514,96
S51,CIRCLE,339,high,unrelated,degraded,degraded,nonword,838,-1,1,1,1,1,-1.1933174224343674,99
S51,LIQUID,342,high,related,degraded,degraded,nonword,628,-1,-1,1,1,1,-1.5923566878980893,102
S51,TIRED,343,high,unrelated,clear,degraded,word,730,-1,1,-1,1,-1,-1.36986301369863,103
S51,GIRL,358,high,unrelated,clear,clear,nonword,810,-1,1,-1,-1,1,-1.2345679012345678,118
S51,BREAD,359,low,unrelated,clear,clear,word,822,1,1,-1,-1,-1,-1.2165450121654502,119
S51,TELL,360,high,related,degraded,clear,word,580,-1,-1,1,-1,-1,-1.7241379310344827,120
S51,PEOPLE,363,high,related,clear,degraded,nonword,970,-1,-1,-1,1,1,-1.0309278350515463,123
S51,WINE,364,high,related,clear,clear,word,564,-1,-1,-1,-1,-1,-1.7730496453900708,124
S51,YEAR,365,high,unrelated,clear,clear,word,541,-1,1,-1,-1,-1,-1.8484288354898337,125
S51,STORM,366,low,related,clear,clear,word,514,1,-1,-1,-1,-1,-1.9455252918287937,126
S51,UNCLE,368,high,related,degraded,degraded,nonword,645,-1,-1,1,1,1,-1.550387596899225,128
S51,WHITE,369,high,related,clear,degraded,word,944,-1,-1,-1,1,-1,-1.0593220338983051,129
S51,FINGER,370,high,unrelated,clear,clear,word,1095,-1,1,-1,-1,-1,-0.91324200913242,130
S51,GIVE,373,high,unrelated,clear,degraded,nonword,728,-1,1,-1,1,1,-1.3736263736263736,133
S51,DUCK,377,low,related,degraded,degraded,nonword,652,1,-1,1,1,1,-1.5337423312883436,137
S51,PICK,380,high,related,degraded,degraded,nonword,1191,-1,-1,1,1,1,-0.8396305625524769,140
S51,BRAVE,381,low,related,degraded,degraded,word,928,1,-1,1,1,-1,-1.0775862068965518,141
S51,MATH,382,low,unrelated,degraded,degraded,word,756,1,1,1,1,-1,-1.3227513227513228,142
S51,HANGER,383,low,unrelated,clear,degraded,word,995,1,1,-1,1,-1,-1.0050251256281406,143
S51,VISION,388,high,related,clear,degraded,nonword,690,-1,-1,-1,1,1,-1.4492753623188406,148
S51,SNAKE,390,low,unrelated,clear,degraded,nonword,560,1,1,-1,1,1,-1.7857142857142858,150
S51,ARMY,391,high,unrelated,clear,clear,word,632,-1,1,-1,-1,-1,-1.5822784810126582,151
